review_score,review_category,delivery_time_delta,delayed_days_ratio,is_late,actual_delivery_days,carrier_to_customer_time,num_items,avg_item_price,freight_ratio,total_order_value,product_category_name_english,product_volume,product_density,product_photos_qty,price_per_weight,seller_customer_same_state,purchase_day_of_week,weekend_purchase,purchase_hour,purchase_month,customer_state,seller_state,main_payment_type
5.0,1,-15.0,-0.8333333333333334,0,3.0,78.63916666666667,1.0,29.99,0.44914971657219077,43.46,small_appliances,8000.0,0.04375,3.0,0.08568571428571428,0,0,0,8,6,SP,PR,credit_card
1.0,0,1.0,0.0625,1,17.0,468.9575,2.0,22.99,0.9939103958242715,91.68,telephony,836.0,0.17942583732057416,1.0,0.15326666666666666,0,4,0,14,3,SE,SP,credit_card
1.0,0,5.0,0.38461538461538464,1,18.0,359.5686111111111,1.0,84.9,0.1691401648998822,99.26,furniture_decor,18000.0,0.06666666666666667,3.0,0.07075000000000001,1,0,0,18,3,SP,SP,boleto
5.0,1,-13.0,-0.8666666666666667,0,2.0,75.93083333333334,1.0,113.0,0.2491150442477876,141.15,sports_leisure,48000.0,0.12395833333333334,4.0,0.01899159663865546,0,1,0,21,6,SP,PR,boleto
4.0,1,-9.0,-0.9,0,1.0,22.360833333333332,1.0,79.9,0.1471839799749687,91.66000000000001,bed_bath_table,15600.0,0.060833333333333336,6.0,0.08419388830347735,1,3,0,22,11,SP,SP,boleto
5.0,1,-3.0,-0.42857142857142855,0,4.0,100.91111111111111,1.0,39.9,0.3448621553884712,53.66,sports_leisure,3850.0,0.11688311688311688,2.0,0.08866666666666666,0,6,1,13,8,DF,GO,credit_card
5.0,1,-9.0,-0.6428571428571429,0,5.0,144.6352777777778,1.0,299.0,0.06133779264214047,317.34,sports_leisure,10920.0,0.16602564102564102,1.0,0.1649200220628792,0,2,0,11,11,RJ,SP,credit_card
4.0,1,-2.0,-0.14285714285714285,0,12.0,361.30055555555555,1.0,27.9,0.5412186379928315,43.0,food,2873.0,0.05221023320570832,1.0,0.186,0,0,0,20,2,MG,SP,boleto
4.0,1,-15.0,-1.0,0,0.0,24.212222222222223,2.0,159.0,0.08833333333333333,346.09,computers_accessories,8000.0,0.81875,1.0,0.024274809160305343,1,6,1,8,4,MG,MG,credit_card
3.0,0,-20.0,-0.7407407407407407,0,7.0,166.50611111111112,2.0,329.9,0.25001515610791153,824.76,construction_tools_construction,18000.0,0.5555555555555556,1.0,0.03299,0,6,1,21,1,BA,PR,credit_card
4.0,1,-14.0,-0.7,0,6.0,145.425,1.0,24.89,0.6066693451185214,39.99,telephony,2380.0,0.052521008403361345,1.0,0.19912,0,5,1,13,2,MG,DF,credit_card
5.0,1,-15.0,-0.7894736842105263,0,4.0,77.3975,4.0,84.9,0.15606595995288575,392.6,auto,1056.0,0.14204545454545456,1.0,0.5660000000000001,1,0,0,16,6,SP,SP,credit_card
5.0,1,-6.0,-0.8571428571428571,0,1.0,80.17888888888889,1.0,42.99,0.2798325191905094,55.02,construction_tools_construction,1936.0,0.6198347107438017,3.0,0.035825,1,2,0,13,6,SP,SP,boleto
3.0,0,-7.0,-0.5384615384615384,0,6.0,169.13833333333332,1.0,27.9,0.6559139784946237,46.2,food,2873.0,0.05221023320570832,1.0,0.186,0,6,1,8,7,SC,SP,debit_card
5.0,1,-5.0,-0.625,0,3.0,20.960833333333333,1.0,50.0,0.1868,59.34,baby,16920.0,0.02955082742316785,1.0,0.1,1,2,0,14,9,SP,SP,credit_card
5.0,1,-13.0,-0.7647058823529411,0,4.0,142.37333333333333,1.0,190.0,0.1021578947368421,209.41,air_conditioning,42000.0,0.175,4.0,0.02585034013605442,1,4,0,8,4,SP,SP,credit_card
4.0,1,-7.0,-0.5,0,7.0,101.01305555555555,1.0,42.9,0.3286713286713287,57.0,cool_stuff,2736.0,0.09137426900584796,4.0,0.1716,0,3,0,10,2,SP,RJ,credit_card
5.0,1,-8.0,-0.42105263157894735,0,11.0,343.67305555555555,1.0,69.9,0.20972818311874106,84.56,health_beauty,3200.0,0.15625,2.0,0.1398,0,0,0,11,2,MG,RJ,boleto
1.0,0,-2.0,-0.13333333333333333,0,13.0,383.72833333333335,5.0,38.0,0.40947368421052627,267.8,housewares,20944.0,0.03366119174942704,3.0,0.05390070921985816,0,3,0,17,4,PR,SP,boleto
5.0,1,-12.0,-0.6666666666666666,0,6.0,169.91333333333333,2.0,56.99,0.277943498859449,145.66,perfumery,3960.0,0.10101010101010101,2.0,0.14247500000000002,0,4,0,9,9,MT,SP,credit_card
5.0,1,-2.0,-0.3333333333333333,0,4.0,122.72944444444444,1.0,24.99,0.5138055222088835,37.83,auto,816.0,0.36764705882352944,6.0,0.0833,1,5,1,16,7,SP,SP,boleto
1.0,0,-11.0,-0.6875,0,5.0,141.9336111111111,1.0,219.0,0.0697716894977169,234.28,watches_gifts,2112.0,0.2840909090909091,3.0,0.365,0,2,0,18,8,RS,PR,voucher
4.0,1,-1.0,-0.5,0,1.0,23.748055555555556,2.0,93.0,0.08505376344086021,201.82,watches_gifts,640.0,0.546875,3.0,0.26571428571428574,1,6,1,22,8,SP,SP,boleto
3.0,0,-11.0,-0.9166666666666666,0,1.0,21.74361111111111,1.0,19.99,0.38919459729864936,27.77,health_beauty,4500.0,0.022222222222222223,1.0,0.1999,1,6,1,3,7,SP,SP,credit_card
5.0,1,-8.0,-0.42105263157894735,0,11.0,311.9627777777778,1.0,45.0,0.31333333333333335,59.1,telephony,528.0,0.1893939393939394,2.0,0.45,0,4,0,0,12,DF,SP,boleto
5.0,1,-12.0,-0.8,0,3.0,93.62166666666667,1.0,58.2,0.1508591065292096,66.98,health_beauty,1248.0,0.06650641025641026,1.0,0.7012048192771084,1,3,0,22,4,MG,MG,credit_card
3.0,0,-10.0,-0.5882352941176471,0,7.0,194.00555555555556,1.0,110.99,0.19163888638616092,132.26,bed_bath_table,16632.0,0.10521885521885523,1.0,0.06342285714285714,0,1,0,20,5,RS,SP,credit_card
4.0,1,-10.0,-0.4,0,15.0,388.7438888888889,1.0,38.5,0.6451948051948052,63.34,bed_bath_table,23625.0,0.04021164021164021,1.0,0.04052631578947368,0,3,0,20,4,PB,SP,credit_card
2.0,0,-9.0,-0.36,0,16.0,287.18416666666667,1.0,179.99,0.28407133729651646,231.12,office_furniture,51612.0,0.14370688987057273,1.0,0.02426722394499124,0,0,0,14,10,BA,SP,boleto
5.0,1,-11.0,-0.6470588235294118,0,6.0,195.4086111111111,1.0,544.0,0.055808823529411765,574.36,sports_leisure,20280.0,0.5226824457593688,1.0,0.05132075471698113,1,4,0,9,12,SP,SP,boleto
5.0,1,-9.0,-0.5,0,9.0,223.22333333333333,1.0,14.82,1.01889338731444,29.92,bed_bath_table,6480.0,0.06172839506172839,2.0,0.03705,0,5,1,16,8,SC,SP,credit_card
4.0,1,-9.0,-0.45,0,11.0,324.53277777777777,1.0,394.9,0.03770574829070651,409.78999999999996,computers_accessories,8192.0,0.0992431640625,1.0,0.48573185731857316,0,1,0,12,2,SP,PR,boleto
5.0,1,-11.0,-0.6470588235294118,0,6.0,121.4486111111111,1.0,49.9,0.25631262525050097,62.69,fashion_underwear_beach,2352.0,0.1913265306122449,1.0,0.11088888888888888,1,4,0,13,5,SP,SP,credit_card
5.0,1,-2.0,-0.1,0,18.0,524.5983333333334,1.0,89.18,0.18367346938775508,105.56,furniture_decor,13125.0,0.05714285714285714,7.0,0.11890666666666667,0,0,0,19,1,MG,SP,credit_card
4.0,1,-8.0,-0.7272727272727273,0,3.0,43.02388888888889,1.0,29.99,0.24641547182394133,37.379999999999995,telephony,1904.0,0.07878151260504201,5.0,0.19993333333333332,1,1,0,8,5,SP,SP,credit_card
5.0,1,-3.0,-0.17647058823529413,0,14.0,433.34555555555556,1.0,58.99,0.2993727750466181,76.65,health_beauty,3960.0,0.050505050505050504,2.0,0.29495,0,1,0,22,9,PR,SP,credit_card
1.0,0,-16.0,-0.5714285714285714,0,12.0,335.2008333333333,1.0,98.44,0.22754977651361236,120.84,computers_accessories,4096.0,0.048828125,1.0,0.49219999999999997,0,2,0,22,4,MG,PR,credit_card
4.0,1,-9.0,-0.42857142857142855,0,12.0,413.0547222222222,1.0,219.9,0.08544793087767166,238.69,watches_gifts,3510.0,0.09743589743589744,1.0,0.6429824561403509,0,2,0,23,12,SC,SP,boleto
5.0,1,-5.0,-0.5555555555555556,0,4.0,76.19027777777778,1.0,759.0,0.017233201581027667,772.08,telephony,3332.0,0.14255702280912366,3.0,1.5978947368421053,1,6,1,23,4,SP,SP,credit_card
5.0,1,-6.0,-0.375,0,10.0,326.6613888888889,1.0,65.9,0.5670713201820939,103.27000000000001,sports_leisure,7500.0,0.06666666666666667,2.0,0.1318,0,4,0,8,8,CE,SP,credit_card
5.0,1,-15.0,-0.7894736842105263,0,4.0,48.04388888888889,1.0,10.9,1.173394495412844,23.689999999999998,furniture_decor,8000.0,0.025,3.0,0.0545,1,0,0,8,5,SP,SP,credit_card
1.0,0,13.0,1.0,1,26.0,750.0569444444444,1.0,83.9,0.21263408820023835,101.74000000000001,furniture_decor,23625.0,0.06349206349206349,1.0,0.055933333333333335,0,2,0,11,11,RJ,SP,credit_card
5.0,1,-12.0,-0.631578947368421,0,7.0,256.0661111111111,1.0,17.9,0.6122905027932962,28.86,bed_bath_table,600.0,0.5,1.0,0.05966666666666666,1,3,0,7,3,SP,SP,voucher
5.0,1,-25.0,-0.7352941176470589,0,9.0,284.99833333333333,1.0,99.2,0.1871975806451613,117.77000000000001,baby,8120.0,0.046182266009852216,1.0,0.26453333333333334,0,1,0,9,6,PR,SP,credit_card
5.0,1,-2.0,-0.6666666666666666,0,1.0,29.241944444444446,1.0,160.0,0.075875,172.14,housewares,13932.0,0.10048808498420901,8.0,0.11428571428571428,1,6,1,11,8,SP,SP,credit_card
5.0,1,-10.0,-0.7142857142857143,0,4.0,147.31055555555557,1.0,29.9,0.42441471571906353,42.589999999999996,sports_leisure,9000.0,0.28888888888888886,2.0,0.0115,1,2,0,8,5,SP,SP,credit_card
5.0,1,1.0,1.0,1,2.0,32.896388888888886,1.0,13.99,0.5282344531808434,21.38,health_beauty,3750.0,0.05333333333333334,2.0,0.06995,1,0,0,22,7,SP,SP,boleto
3.0,0,0.0,,0,7.0,0.0,1.0,35.0,0.43857142857142856,50.35,christmas_supplies,13690.0,0.04017531044558072,4.0,0.06363636363636363,0,4,0,17,8,SC,SP,boleto
4.0,1,-11.0,-0.6875,0,5.0,93.26388888888889,1.0,535.9,0.03452136592647882,554.4,health_beauty,6240.0,0.09503205128205128,3.0,0.9037099494097808,0,3,0,22,3,RS,SC,credit_card
4.0,1,-13.0,-0.6190476190476191,0,8.0,219.19361111111112,1.0,69.9,0.3735336194563662,96.01,furniture_decor,64000.0,0.1921875,2.0,0.005682926829268293,0,1,0,21,2,SP,MG,credit_card
4.0,1,-20.0,-0.6896551724137931,0,9.0,219.08694444444444,1.0,589.9,0.03390405153415833,609.9,health_beauty,13650.0,0.18681318681318682,1.0,0.23133333333333334,0,5,1,23,1,BA,SP,credit_card
5.0,1,-11.0,-0.55,0,9.0,160.34444444444443,1.0,27.3,0.553113553113553,42.4,Unknown,352.0,0.5681818181818182,0.0,0.1365,0,5,1,22,1,MG,SP,credit_card
2.0,0,-9.0,-0.6,0,6.0,197.41972222222222,1.0,235.99,0.07377431247086741,253.4,watches_gifts,2856.0,1.51890756302521,2.0,0.05440064545873675,0,5,1,15,7,MG,SP,boleto
1.0,0,-10.0,-0.7692307692307693,0,3.0,18.788611111111113,1.0,19.9,0.43819095477386943,28.619999999999997,housewares,2640.0,0.13257575757575757,1.0,0.056857142857142856,1,2,0,12,9,SP,SP,voucher
1.0,0,22.0,1.4666666666666666,1,37.0,961.0191666666667,1.0,25.99,0.5425163524432475,40.089999999999996,furniture_decor,7680.0,0.06510416666666667,1.0,0.05198,0,1,0,21,11,RJ,SP,credit_card
5.0,1,-11.0,-0.9166666666666666,0,1.0,15.556111111111111,1.0,18.5,0.4291891891891892,26.44,perfumery,2816.0,0.03551136363636364,2.0,0.185,1,3,0,12,2,RJ,RJ,credit_card
5.0,1,-6.0,-0.6,0,4.0,120.32861111111112,2.0,49.9,0.3314629258517034,132.88,stationery,9375.0,0.048,2.0,0.11088888888888888,0,2,0,16,8,DF,MG,credit_card
5.0,1,-20.0,-0.8333333333333334,0,4.0,74.895,1.0,84.99,0.3165078244499353,111.88999999999999,health_beauty,10580.0,0.20793950850661624,1.0,0.03863181818181818,0,4,0,23,7,RJ,SP,credit_card
4.0,1,-5.0,-0.35714285714285715,0,9.0,272.0238888888889,1.0,199.0,0.16477386934673366,231.79,cool_stuff,37026.0,0.20931237508777617,5.0,0.02567741935483871,0,2,0,18,5,RJ,SC,credit_card
3.0,0,24.0,1.5,1,40.0,1262.4202777777778,1.0,109.9,0.2330300272975432,135.51,bed_bath_table,16523.0,0.11953035163105974,2.0,0.05564556962025317,0,6,1,17,11,RJ,SP,credit_card
5.0,1,-11.0,-0.9166666666666666,0,1.0,18.9475,1.0,29.99,0.2704234744914972,38.099999999999994,fashion_bags_accessories,4096.0,0.03662109375,5.0,0.19993333333333332,1,4,0,9,9,RS,RS,credit_card
5.0,1,-7.0,-0.7777777777777778,0,2.0,19.809722222222224,1.0,59.9,0.23589315525876461,74.03,housewares,32994.0,0.21215978662787174,1.0,0.008557142857142857,1,1,0,23,6,SP,SP,credit_card
1.0,0,-10.0,-0.47619047619047616,0,11.0,283.77694444444444,1.0,42.9,0.351981351981352,58.0,housewares,4320.0,0.06180555555555556,3.0,0.16067415730337078,0,1,0,10,1,RJ,SP,credit_card
5.0,1,-12.0,-0.6666666666666666,0,6.0,169.84472222222223,1.0,43.0,0.5353488372093023,66.02,watches_gifts,640.0,0.390625,4.0,0.172,0,0,0,18,8,RN,SP,credit_card
4.0,1,-1.0,-0.0625,0,15.0,480.31694444444446,2.0,12.5,1.128,53.2,sports_leisure,9720.0,0.015432098765432098,1.0,0.08333333333333333,0,1,0,7,1,RJ,SP,voucher
3.0,0,-19.0,-0.8260869565217391,0,4.0,47.36416666666667,3.0,149.96,0.15228505379212232,518.39,bed_bath_table,8704.0,0.23552389705882354,1.0,0.07315121951219512,1,5,1,14,3,SP,SP,boleto
4.0,1,-8.0,-0.5714285714285714,0,6.0,136.635,1.0,59.9,0.3046744574290484,78.15,musical_instruments,21012.0,0.13087759375594898,3.0,0.02178181818181818,0,2,0,23,3,SP,PR,boleto
5.0,1,-7.0,-0.6363636363636364,0,4.0,101.34972222222223,1.0,69.99,0.2083154736390913,84.57,bed_bath_table,24750.0,0.05454545454545454,2.0,0.05184444444444444,1,1,0,22,5,SP,SP,credit_card
1.0,0,-11.0,-0.3548387096774194,0,20.0,400.25166666666667,1.0,129.6,0.19598765432098766,155.0,office_furniture,70200.0,0.037037037037037035,1.0,0.049846153846153846,0,3,0,14,3,PB,SP,credit_card
4.0,1,-10.0,-0.7142857142857143,0,4.0,70.5736111111111,2.0,31.8,1.2352201257861635,142.16,furniture_decor,28175.0,0.12244897959183673,1.0,0.009217391304347827,0,4,0,21,11,RJ,SP,credit_card
1.0,0,-11.0,-0.8461538461538461,0,2.0,28.250833333333333,1.0,129.9,0.09237875288683603,141.9,bed_bath_table,4692.0,0.33034953111679455,1.0,0.08380645161290323,1,2,0,22,4,SP,SP,credit_card
4.0,1,-10.0,-0.7142857142857143,0,4.0,79.42555555555556,1.0,99.9,0.13733733733733733,113.62,bed_bath_table,11232.0,0.13354700854700854,2.0,0.0666,1,6,1,10,7,SP,SP,credit_card
5.0,1,0.0,,0,7.0,0.0,1.0,125.9,0.09833200953137411,138.28,perfumery,17496.0,0.02857796067672611,1.0,0.2518,1,6,1,14,9,SP,SP,credit_card
