customer_id,customer_zip_code_prefix,customer_city,customer_state
CUS_632,72210,558,6
CUS_633,23090,3155,18
CUS_634,6824,1249,25
CUS_635,28997,3649,18
CUS_636,21550,3155,18
CUS_637,13482,2098,25
CUS_638,92425,772,22
CUS_639,3805,3597,25
CUS_640,15010,3549,25
CUS_641,12081,3825,25
CUS_642,60055,1374,5
CUS_643,15775,3288,25
CUS_644,7700,652,25
CUS_645,3575,3597,25
CUS_646,23810,1755,18
CUS_647,36800,818,10
CUS_648,39648,934,10
CUS_649,13063,707,25
CUS_650,87900,2110,17
CUS_651,14409,1382,25
CUS_652,27470,2717,18
CUS_653,18190,236,25
CUS_654,26022,2506,18
CUS_655,91751,2964,22
CUS_656,29305,632,7
CUS_657,24812,1744,18
CUS_658,36047,2005,10
CUS_659,13486,2098,25
CUS_660,28495,213,18
CUS_661,29090,4087,7
CUS_662,20230,3155,18
CUS_663,3429,3597,25
CUS_664,89280,3424,23
CUS_665,26013,2506,18
CUS_666,13339,1663,25
CUS_667,96211,3167,22
CUS_668,95097,900,22
CUS_669,18550,501,25
CUS_670,25963,3845,18
CUS_671,12995,2851,25
CUS_672,56312,2814,15
CUS_673,3178,3597,25
CUS_674,59063,2442,19
CUS_675,9950,1172,25
CUS_676,80230,1143,17
CUS_677,1526,3597,25
CUS_678,9030,3375,25
CUS_679,8431,3597,25
CUS_680,8686,3770,25
CUS_681,18900,3281,25
CUS_682,47800,418,4
CUS_683,13845,2343,25
CUS_684,4313,3597,25
CUS_685,88085,1358,23
CUS_686,39480,1924,10
CUS_687,27170,1692,18
CUS_688,76105,1344,8
CUS_689,89227,1989,23
CUS_690,20530,3155,18
CUS_691,6414,430,25
CUS_692,13733,2338,25
CUS_693,30882,453,10
CUS_694,4297,3597,25
CUS_695,23058,3155,18
CUS_696,85139,4087,17
CUS_697,29057,4087,7
CUS_698,27600,3998,18
CUS_699,89900,3592,23
CUS_700,26210,2506,18
CUS_701,14405,1382,25
CUS_702,40323,3247,4
CUS_703,74825,1445,8
CUS_704,3423,3597,25
CUS_705,20561,3155,18
CUS_706,9614,3428,25
CUS_707,13840,2343,25
CUS_708,2410,3597,25
CUS_709,13346,1663,25
CUS_710,5021,3597,25
CUS_711,1008,3597,25
CUS_712,12945,330,25
CUS_713,39401,2386,10
CUS_714,71907,558,6
CUS_715,84061,2936,17
CUS_716,13635,2887,25
CUS_717,13412,2867,25
CUS_718,15700,1912,25
CUS_719,25585,3493,18
CUS_720,50960,3086,15
CUS_721,2374,3597,25
CUS_722,11310,3638,25
CUS_723,55570,3165,15
CUS_724,31975,453,10
CUS_725,20040,3155,18
CUS_726,2804,3597,25
CUS_727,20775,3155,18
CUS_728,71720,558,6
CUS_729,23906,184,18
CUS_730,29026,4087,7
CUS_731,71915,558,6
CUS_732,5108,3597,25
CUS_733,29240,85,7
CUS_734,29055,4087,7
CUS_735,22461,3155,18
CUS_736,3254,3597,25
CUS_737,12246,3554,25
CUS_738,45700,1807,4
CUS_739,8081,3597,25
CUS_740,77440,1539,26
CUS_741,31170,453,10
CUS_742,86188,684,17
CUS_743,54315,1874,15
CUS_744,1044,3597,25
CUS_745,48967,2566,4
CUS_746,11070,3415,25
CUS_747,41630,3247,4
CUS_748,38550,1060,10
CUS_749,13515,942,25
CUS_750,6283,2594,25
CUS_751,37975,1844,10
CUS_752,4809,3597,25
CUS_753,98200,1599,22
CUS_754,11250,467,25
CUS_755,71250,558,6
CUS_756,32115,1041,10
CUS_757,45570,1694,4
CUS_758,13485,2098,25
CUS_759,2443,3597,25
CUS_760,17205,1952,25
CUS_761,35720,2277,10
CUS_762,27213,4097,18
CUS_763,80620,1143,17
CUS_764,64053,3843,16
CUS_765,5782,3597,25
CUS_766,38408,3950,10
CUS_767,31748,453,10
CUS_768,48180,1262,4
CUS_769,37500,1772,10
CUS_770,13050,707,25
CUS_771,6600,1921,25
CUS_772,2418,3597,25
CUS_773,78320,2004,12
CUS_774,35502,1190,10
CUS_775,91160,2964,22
CUS_776,7600,2172,25
CUS_777,21660,3155,18
CUS_778,8381,3597,25
CUS_779,64017,3843,16
CUS_780,85960,2224,17
CUS_781,18111,4098,25
CUS_782,9840,3428,25
CUS_783,8240,3597,25
CUS_784,29046,4087,7
CUS_785,7862,1390,25
CUS_786,30290,453,10
CUS_787,6708,1092,25
CUS_788,18707,342,25
CUS_789,9627,3428,25
CUS_790,20020,3155,18
CUS_791,74920,208,8
CUS_792,15460,1613,25
CUS_793,75064,165,8
CUS_794,11618,3617,25
CUS_795,18135,3614,25
CUS_796,29160,3690,7
CUS_797,15130,2330,25
CUS_798,62106,3804,5
CUS_799,39401,2386,10
CUS_800,18013,3758,25
CUS_801,2616,3597,25
CUS_802,6381,820,25
CUS_803,37137,84,10
CUS_804,9280,3375,25
CUS_805,36700,2091,10
CUS_806,71571,558,6
CUS_807,13871,3486,25
CUS_808,8451,3597,25
CUS_809,4171,3597,25
CUS_810,36504,3941,10
CUS_811,59152,2712,19
CUS_812,7197,1529,25
CUS_813,45986,3829,4
CUS_814,12940,330,25
CUS_815,91550,2964,22
CUS_816,5352,3597,25
CUS_817,58011,1983,14
CUS_818,36110,931,10
CUS_819,29290,3176,7
CUS_820,20031,3155,18
CUS_821,30170,453,10
CUS_822,30690,453,10
CUS_823,64020,3843,16
CUS_824,18160,3240,25
CUS_825,3959,3597,25
CUS_826,26125,450,18
CUS_827,2804,3597,25
CUS_828,99200,1498,22
CUS_829,69918,3145,0
CUS_830,38413,3950,10
CUS_831,8536,1337,25
CUS_832,12215,3554,25
CUS_833,91781,2964,22
CUS_834,65067,3566,9
CUS_835,6786,3775,25
CUS_836,81270,1143,17
CUS_837,87043,2242,17
CUS_838,88430,2813,23
CUS_839,7080,1529,25
CUS_840,24358,2461,18
CUS_841,22460,3155,18
CUS_842,74973,208,8
CUS_843,74435,1445,8
CUS_844,13208,2010,25
CUS_845,6270,2594,25
CUS_846,87260,272,17
CUS_847,55644,1473,15
CUS_848,20720,3155,18
CUS_849,29500,75,7
CUS_850,86055,2112,17
CUS_851,5798,3597,25
CUS_852,48970,3681,4
CUS_853,9750,3428,25
CUS_854,6540,3350,25
CUS_855,20780,3155,18
CUS_856,22753,3155,18
CUS_857,17490,2889,25
CUS_858,31741,453,10
CUS_859,90440,2964,22
CUS_860,57071,2150,1
CUS_861,25025,1235,18
CUS_862,88056,1358,23
CUS_863,4545,3597,25
CUS_864,17207,1952,25
CUS_865,1131,3597,25
CUS_866,38500,2374,10
CUS_867,5124,3597,25
CUS_868,74936,208,8
CUS_869,12946,330,25
CUS_870,84450,1697,17
CUS_871,31310,453,10
CUS_872,12030,3825,25
CUS_873,4295,3597,25
CUS_874,89705,1022,23
CUS_875,31015,453,10
CUS_876,23515,3155,18
CUS_877,12334,1884,25
CUS_878,64605,2826,16
CUS_879,45690,3961,4
CUS_880,41940,3247,4
CUS_881,18890,3783,25
CUS_882,14015,3132,25
CUS_883,30350,453,10
CUS_884,7031,1529,25
CUS_885,5679,3597,25
CUS_886,87250,2755,17
CUS_887,5092,3597,25
CUS_888,4117,3597,25
CUS_889,36800,818,10
CUS_890,17514,2240,25
CUS_891,38195,1033,10
CUS_892,28909,609,18
CUS_893,36600,473,10
CUS_894,62115,1372,5
CUS_895,27910,2139,18
CUS_896,70390,558,6
CUS_897,92020,772,22
CUS_898,16430,1483,25
CUS_899,13060,707,25
CUS_900,38320,3344,10
CUS_901,3165,3597,25
CUS_902,17800,23,25
CUS_903,7807,1390,25
CUS_904,41230,3247,4
CUS_905,5303,3597,25
CUS_906,21740,3155,18
CUS_907,3317,3597,25
CUS_908,18143,3614,25
CUS_909,7813,1390,25
CUS_910,69020,2185,2
CUS_911,13506,3149,25
CUS_912,29104,4074,7
CUS_913,28455,3531,18
CUS_914,14030,3132,25
CUS_915,8830,2341,25
CUS_916,3547,3597,25
CUS_917,13604,266,25
CUS_918,74555,1445,8
CUS_919,78890,3759,12
CUS_920,4183,3597,25
CUS_921,21715,3155,18
CUS_922,89220,1989,23
CUS_923,2762,3597,25
CUS_924,29101,4074,7
CUS_925,88501,2034,23
CUS_926,24240,2461,18
CUS_927,49015,227,24
CUS_928,26052,2506,18
CUS_929,9619,3428,25
CUS_930,2832,3597,25
CUS_931,12412,2840,25
CUS_932,91510,2964,22
CUS_933,13274,4002,25
CUS_934,12440,2840,25
CUS_935,60831,1374,5
CUS_936,36400,1036,10
CUS_937,23095,3155,18
CUS_938,26015,2506,18
CUS_939,1152,3597,25
CUS_940,22793,3155,18
CUS_941,9784,3428,25
CUS_942,30260,453,10
CUS_943,35162,1686,10
CUS_944,9820,3428,25
CUS_945,85035,1515,17
CUS_946,1107,3597,25
CUS_947,13070,707,25
CUS_948,77320,3784,26
CUS_949,62320,3855,5
CUS_950,37500,1772,10
CUS_951,23052,3155,18
CUS_952,79500,2689,11
CUS_953,74595,1445,8
CUS_954,18040,3758,25
CUS_955,31110,453,10
CUS_956,5727,3597,25
CUS_957,99980,1157,22
CUS_958,18460,1834,25
CUS_959,4003,3597,25
CUS_960,9330,2282,25
CUS_961,80060,1143,17
CUS_962,7135,1529,25
CUS_963,57084,2150,1
CUS_964,57770,661,1
CUS_965,12321,1884,25
CUS_966,88060,1358,23
CUS_967,31260,453,10
CUS_968,38411,3950,10
CUS_969,9111,3375,25
CUS_970,3317,3597,25
CUS_971,38410,3950,10
CUS_972,12721,1125,25
CUS_973,60822,1374,5
CUS_974,22070,3155,18
CUS_975,28495,213,18
CUS_976,96810,3282,22
CUS_977,3420,3597,25
CUS_978,30644,453,10
CUS_979,90450,2964,22
CUS_980,27213,4097,18
CUS_981,19470,3012,25
CUS_982,90620,2964,22
CUS_983,30610,453,10
CUS_984,89228,1989,23
CUS_985,29124,4074,7
CUS_986,9431,3131,25
CUS_987,68745,873,13
CUS_988,66085,448,13
CUS_989,12286,615,25
CUS_990,34000,2512,10
CUS_991,3319,3597,25
CUS_992,29155,829,7
CUS_993,32143,1041,10
CUS_994,85035,1515,17
CUS_995,4040,3597,25
CUS_996,12955,520,25
CUS_997,35160,1686,10
CUS_998,69180,3986,2
CUS_999,6624,1921,25
CUS_1000,53130,2579,15
CUS_1001,78015,1133,12
CUS_1002,9920,1172,25
CUS_1003,13720,3548,25
CUS_1004,25949,1495,18
CUS_1005,4652,3597,25
CUS_1006,7072,1529,25
CUS_1007,13280,4076,25
CUS_1008,13326,3238,25
CUS_1009,24220,2461,18
