order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
266,1,266,199,2018-07-25 22:20:45,130.0,19.01
267,1,267,11,2017-08-18 03:15:35,89.99,7.88
268,1,268,200,2017-04-27 23:42:29,69.0,15.69
269,1,269,201,2017-07-26 21:05:07,165.5,15.8
269,2,270,41,2017-07-26 21:05:07,175.91,52.69
269,3,271,201,2017-07-26 21:05:07,165.5,15.8
269,4,272,201,2017-07-26 21:05:07,165.5,15.8
270,1,273,91,2018-04-30 10:15:17,98.81,13.81
271,1,274,23,2018-01-19 09:56:33,78.0,7.8
272,1,275,182,2017-12-07 10:59:27,21.8,12.48
273,1,276,202,2018-06-14 10:21:14,118.9,18.93
274,1,277,203,2018-03-14 16:30:02,119.8,20.18
275,1,278,53,2018-05-29 02:18:43,45.0,7.39
276,1,279,204,2017-10-04 15:49:42,449.0,20.39
277,1,280,172,2017-09-19 03:25:43,139.85,16.61
277,2,280,172,2017-09-19 03:25:43,139.85,16.61
278,1,281,205,2018-01-09 04:28:51,18.9,12.48
279,1,282,206,2017-10-27 15:14:13,29.9,16.79
280,1,283,207,2018-01-18 14:09:30,39.9,15.1
281,1,284,208,2018-07-27 13:31:22,59.0,13.07
282,1,285,209,2017-12-13 00:18:33,199.0,67.69
283,1,286,186,2018-06-12 20:31:41,32.0,7.39
284,1,287,53,2018-06-13 04:52:02,110.0,18.35
285,1,13,13,2018-06-11 00:10:44,79.9,14.65
286,1,288,210,2017-10-30 18:14:26,24.99,14.1
287,1,289,106,2018-05-02 10:35:25,79.0,13.91
288,1,14,14,2017-11-14 17:55:27,59.9,17.67
289,1,290,205,2018-02-15 01:48:42,19.9,15.1
290,1,291,211,2018-05-13 21:31:11,158.0,15.2
291,1,292,212,2018-05-10 15:50:46,1050.61,25.13
292,1,293,74,2017-08-21 18:44:14,106.9,18.0
293,1,294,213,2018-04-24 09:11:59,362.45,25.12
294,1,295,172,2017-03-02 13:25:10,44.55,11.74
295,1,296,214,2017-05-26 19:25:17,14.99,15.1
295,2,296,214,2017-05-26 19:25:17,14.99,15.1
295,3,296,214,2017-05-26 19:25:17,14.99,15.1
295,4,296,214,2017-05-26 19:25:17,14.99,15.1
296,1,297,215,2017-07-18 00:30:32,125.9,18.13
297,1,298,166,2018-02-02 10:31:18,99.9,26.84
298,1,126,110,2018-02-05 16:52:46,149.0,40.37
299,1,89,81,2018-02-12 11:50:49,19.9,14.1
300,1,299,216,2018-07-26 04:25:10,59.9,9.17
301,1,300,93,2018-04-03 09:30:27,320.0,14.68
302,1,301,217,2017-02-18 13:21:46,59.9,14.59
303,1,302,47,2017-06-19 04:50:29,29.99,15.11
304,1,303,218,2017-02-22 16:46:42,69.0,21.17
305,1,304,219,2018-07-02 02:55:03,56.0,18.69
306,1,305,220,2018-03-21 11:29:14,160.0,19.0
307,1,306,221,2018-08-15 03:55:11,57.95,22.34
308,1,307,145,2018-03-29 16:10:31,64.9,20.18
308,2,307,145,2018-03-29 16:10:31,64.9,20.18
309,1,308,222,2018-06-13 12:57:03,849.0,23.52
310,1,309,21,2017-10-02 18:06:01,20.99,11.85
311,1,310,120,2017-04-26 08:02:02,19.45,14.52
312,1,311,85,2017-05-29 22:10:12,59.9,34.22
312,2,311,85,2017-05-29 22:10:12,59.9,34.22
313,1,312,223,2018-03-12 11:55:39,64.9,15.33
314,1,313,9,2018-03-20 12:48:27,128.9,9.26
315,1,314,224,2018-05-22 03:31:40,189.9,13.77
316,1,315,187,2018-03-15 23:15:29,250.0,97.56
317,1,316,225,2017-10-23 04:24:35,94.9,35.98
318,1,317,151,2017-05-08 14:25:13,27.9,20.8
318,2,317,151,2017-05-08 14:25:13,27.9,20.8
319,1,318,226,2017-10-13 12:07:19,349.9,29.3
320,1,319,227,2018-03-01 20:20:25,110.99,33.23
321,1,320,228,2017-11-23 11:55:31,190.83,12.84
322,1,321,134,2017-06-19 19:55:19,99.5,35.07
323,1,322,140,2018-03-15 20:08:42,104.0,14.82
324,1,323,229,2018-03-12 03:49:43,79.0,15.3
325,1,324,89,2018-03-28 19:08:14,61.99,24.56
326,1,325,230,2017-05-24 04:10:29,419.9,17.69
327,1,326,31,2018-05-07 09:30:28,299.0,23.17
328,1,327,93,2018-08-28 14:51:17,175.0,19.33
329,1,328,132,2017-08-17 12:35:22,49.9,14.1
330,1,74,68,2017-07-13 14:43:32,44.9,11.85
330,2,74,68,2017-07-13 14:43:32,44.9,11.85
331,1,329,231,2018-08-17 10:30:22,38.95,15.37
332,1,330,108,2018-03-15 01:31:04,159.77,16.0
333,1,331,202,2018-07-05 23:30:07,132.9,19.03
334,1,332,9,2017-04-20 02:50:12,36.85,21.85
335,1,333,22,2017-05-22 15:22:12,124.99,21.88
336,1,334,21,2018-06-26 04:18:43,94.99,13.33
337,1,335,187,2017-12-01 20:13:19,32.99,16.11
338,1,336,232,2018-01-10 14:30:26,89.9,17.07
339,1,337,233,2017-12-29 14:28:25,173.0,14.96
340,1,338,234,2017-06-06 18:22:47,44.9,16.11
341,1,339,235,2018-08-30 19:04:07,85.0,13.26
342,1,340,14,2018-02-15 13:28:18,49.9,13.37
343,1,341,68,2018-01-18 17:31:10,54.99,21.18
344,1,100,89,2018-06-12 17:53:08,66.99,22.97
345,1,342,124,2018-08-20 15:35:26,69.99,14.8
346,1,343,88,2018-08-08 23:31:34,268.9,19.98
347,1,221,11,2017-12-28 09:51:42,84.99,16.35
348,1,344,236,2017-11-30 03:12:39,34.99,9.34
348,2,344,236,2017-11-30 03:12:39,34.99,9.34
348,3,344,236,2017-11-30 03:12:39,34.99,9.34
348,4,344,236,2017-11-30 03:12:39,34.99,9.34
349,1,345,13,2018-08-15 11:44:26,77.9,23.35
350,1,346,121,2018-03-01 12:29:23,38.4,9.27
351,1,347,86,2017-04-13 03:15:32,69.0,17.22
352,1,348,237,2017-07-09 22:03:39,134.9,21.43
353,1,349,20,2017-11-30 16:31:26,39.5,15.11
354,1,350,238,2018-07-17 08:45:09,71.0,23.65
355,1,351,187,2018-07-12 22:15:10,225.0,60.81
356,1,352,95,2017-08-03 17:55:23,189.0,32.07
357,1,353,239,2018-05-14 03:49:54,199.0,32.79
358,1,354,187,2018-08-10 17:30:14,35.0,19.44
358,2,354,187,2018-08-10 17:30:14,35.0,19.44
358,3,354,187,2018-08-10 17:30:14,35.0,19.44
359,1,355,240,2017-05-09 11:15:30,49.9,14.52
360,1,356,53,2018-01-18 02:35:28,45.0,35.67
361,1,357,241,2018-08-20 23:30:08,39.97,18.38
361,2,357,241,2018-08-20 23:30:08,39.97,18.38
361,3,357,241,2018-08-20 23:30:08,39.97,18.38
362,1,358,242,2018-01-26 14:16:49,149.0,14.77
363,1,359,243,2017-10-26 02:56:27,51.6,9.34
364,1,360,244,2018-04-27 16:32:17,146.9,19.72
365,1,151,128,2018-05-25 09:54:26,79.9,9.71
366,1,361,245,2018-08-09 02:45:18,22.5,18.26
367,1,362,246,2017-06-02 02:25:13,11.9,16.79
367,2,362,246,2017-06-02 02:25:13,11.9,16.79
368,1,363,180,2017-03-10 09:35:22,19.99,10.96
369,1,364,247,2017-11-23 04:06:37,7.9,16.11
370,1,365,86,2018-08-23 20:10:12,85.71,18.4
371,1,366,53,2018-01-18 02:38:41,29.5,20.84
372,1,367,248,2017-11-08 21:49:17,18.25,17.6
373,1,368,249,2018-05-02 21:51:22,142.0,8.02
374,1,369,250,2017-10-03 17:07:16,179.99,26.1
374,2,369,250,2017-10-03 17:07:16,179.99,26.1
375,1,370,251,2017-04-14 01:03:29,154.9,15.25
376,1,371,252,2017-11-21 03:35:34,299.0,10.29
377,1,372,253,2017-10-22 23:03:58,126.99,18.14
378,1,373,254,2017-12-12 15:14:15,49.89,8.72
379,1,374,255,2018-01-15 21:12:21,8.0,11.85
380,1,345,13,2018-06-04 13:10:20,84.0,10.9
381,1,375,187,2018-07-04 00:30:50,78.0,15.85
382,1,376,256,2018-08-20 00:15:41,229.99,35.37
383,1,377,146,2018-04-05 11:47:15,89.9,26.71
384,1,378,257,2018-02-05 04:30:57,165.0,28.53
385,1,379,258,2017-06-11 21:55:11,199.0,20.12
386,1,380,259,2017-10-03 14:07:10,79.9,28.96
387,1,122,108,2017-12-21 19:10:15,122.99,9.06
388,1,381,260,2017-02-25 08:19:21,139.9,15.15
389,1,382,261,2017-07-25 07:32:04,27.99,8.72
390,1,383,113,2017-09-05 23:44:47,22.0,34.15
390,2,383,113,2017-09-05 23:44:47,22.0,34.15
390,3,383,113,2017-09-05 23:44:47,22.0,34.15
390,4,383,113,2017-09-05 23:44:47,22.0,34.15
391,1,384,262,2017-03-30 19:25:22,42.0,14.12
392,1,385,263,2017-12-07 19:57:26,27.9,16.79
393,1,386,260,2018-04-11 15:15:25,279.9,20.65
394,1,387,264,2018-07-13 17:10:10,14.9,15.23
395,1,388,72,2018-02-22 12:06:43,104.0,15.48
396,1,340,14,2017-12-05 14:31:24,49.0,17.67
396,2,340,14,2017-12-05 14:31:24,49.0,17.67
397,1,389,265,2018-04-23 12:15:25,59.9,14.51
398,1,390,168,2018-06-20 17:00:52,110.0,18.65
399,1,391,88,2018-06-13 20:31:51,79.0,18.43
400,1,392,266,2018-02-15 17:35:37,39.9,14.1
401,1,393,267,2017-10-30 00:14:21,249.0,13.24
402,1,394,268,2018-02-07 14:33:45,379.0,79.94
403,1,395,269,2018-06-22 15:38:55,33.9,13.82
404,1,396,270,2017-08-04 13:55:22,208.1,43.49
405,1,397,215,2017-05-02 17:42:48,593.36,98.13
406,1,398,271,2018-03-20 09:35:34,52.5,19.34
406,2,398,271,2018-03-20 09:35:34,52.5,19.34
407,1,399,272,2017-06-29 13:10:20,66.0,78.63
408,1,400,273,2017-09-28 18:26:33,127.48,16.81
409,1,401,89,2018-07-16 20:55:27,122.99,63.11
410,1,402,274,2018-06-27 13:31:19,49.0,15.44
410,2,402,274,2018-06-27 13:31:19,49.0,15.44
411,1,403,28,2018-05-10 13:50:23,29.99,7.87
412,1,404,105,2018-02-08 00:15:47,59.9,24.7
412,2,405,275,2018-02-08 00:15:47,62.0,24.7
413,1,406,276,2017-09-08 02:30:17,102.0,10.13
414,1,407,205,2017-09-19 20:50:11,27.9,15.1
415,1,408,269,2017-04-27 05:10:46,196.0,11.98
416,1,409,277,2017-09-06 04:31:53,389.0,22.63
417,1,410,278,2017-07-07 19:25:18,119.99,16.47
418,1,411,21,2017-12-07 10:36:44,27.99,14.1
419,1,412,279,2018-08-14 18:44:58,54.99,14.7
420,1,413,280,2018-01-26 14:54:20,88.9,16.06
421,1,414,212,2018-05-03 18:09:38,899.0,21.2
422,1,415,281,2017-05-16 07:05:09,120.0,17.28
423,1,416,82,2017-05-18 11:30:24,279.99,16.72
424,1,417,277,2017-08-10 17:50:21,59.0,15.16
425,1,418,167,2018-03-29 11:55:34,243.37,53.83
